Category,Full Name,Pokepaste,EVs,Tournament / Event,Rank,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
Ladder,TN57583085,https://pokepast.es/80bfb290c21ae31b,Yes,Battle Stadium S22,73th,Rillaboom,Annihilape,Clodsire,Gholdengo,Archaludon,Dragonite
Ladder,Hiroshi Onishi,https://pokepast.es/1096790b3a6640c6,Yes,Battle Stadium S22,75th,Incineroar,Flamigo,Porygon2,Gholdengo,Dragonite,Garchomp
Ladder,tikuwa_0123,https://pokepast.es/c65eb288bbc80bde,Yes,Battle Stadium S22,76th,Ninetales,Exeggutor,Sneasler,Indeedee-F,Murkrow,Kommo-o
Ladder,kani,https://pokepast.es/90fe5a839db4e57d,Yes,Battle Stadium S22,77th,Ursaluna-Bloodmoon,Maushold-Family-of-Four,Gholdengo,Archaludon,Garchomp,Salamence
Ladder,Yukuse,https://pokepast.es/2872906e5e3f527b,Yes,Battle Stadium S22,81th,Delphox,Dondozo,Tatsugiri,Sneasler,Indeedee,Murkrow
Ladder,Yuki Shimizu,https://pokepast.es/08dfacaf4ad53944,Yes,Battle Stadium S22,88th,Pelipper,Annihilape,Ursaluna-Bloodmoon,Whimsicott,Archaludon,Dragapult
Ladder,Kohei Sakurai,https://pokepast.es/ed3288595f953209,Yes,Battle Stadium S22,97th,Arcanine,Amoonguss,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Dragonite
Ladder,johnnychiou36,https://pokepast.es/6fb3c27863573b13,Yes,Showdown Ladder (Bo3),Top 150th,Torkoal,Annihilape,Ursaluna-Bloodmoon,Smeargle,Farigiraf,Dragapult
Ladder,johnnychiou36,https://pokepast.es/3545e62f3ddb4ab8,Yes,Showdown Ladder (Bo3),Top 150th,Torkoal,Lilligant-Hisui,Gallade,Ursaluna,Indeedee-F,Hatterene
Ladder,johnnychiou36,https://pokepast.es/b51df0d340ce7bf4,Yes,Showdown Ladder (Bo3),Top 150th,Talonflame,Dondozo,Tatsugiri,Glimmora,Gholdengo,Dragonite
Ladder,johnnychiou36,https://pokepast.es/b51df0d340ce7bf4,Yes,Showdown Ladder (Bo3),Top 150th,Talonflame,Dondozo,Tatsugiri,Glimmora,Gholdengo,Dragonite
Ladder,johnnychiou36,https://pokepast.es/227cad266cc9e2a0,Yes,Showdown Ladder (Bo3),Top 150th,Primarina,Rillaboom,Electabuzz,Sneasler,Dragapult,Salamence
Ladder,johnnychiou36,https://pokepast.es/bed066beba0ee61b,Yes,Showdown Ladder (Bo3),Top 150th,Incineroar,Araquanid,Amoonguss,Tyranitar,Ursaluna,Porygon2
Ladder,Gert,https://pokepast.es/d4d79d656bf46e99,No,2025 Grand Challenge #1,-,Rillaboom,Electabuzz,Sneasler,Ursaluna-Bloodmoon,Gengar,Dragapult
Ladder,WestGleen,https://pokepast.es/9802ee75622af34b,Yes,Battle Stadium S22,Peak Top 100th,Blaziken,Talonflame,Samurott-Hisui,Abomasnow,Rotom-Frost,Garchomp
Ladder,Ryota Otsubo,https://pokepast.es/d90b576b8cb58c6a,Yes,Battle Stadium S22,Peak 68th,Delphox,Torkoal,Lilligant-Hisui,Malamar,Ursaluna,Indeedee-F
Ladder,Luca Paz,https://pokepast.es/2daa0ee342f6a742,Yes,Showdown Ladder (Bo3),Top 10,Dondozo,Tatsugiri,Pawmot,Murkrow,Gholdengo,Dragonite
Ladder,Xena,https://pokepast.es/b2869b2ac8a2da5c,Yes,Battle Stadium S22,Peak 12th,Arcanine-Hisui,Samurott-Hisui,Decidueye-Hisui,Whimsicott,Gholdengo,Dragapult
Ladder,TPNOwO,https://pokepast.es/d17617517e8e1999,Yes,Showdown Ladder,Top 50,Talonflame,Dondozo,Tatsugiri,Slaking,Weezing-Galar,Gholdengo
Ladder,SuperMemeBroz,https://pokepast.es/432d191dc16eb63c,Yes,Battle Stadium S22,Peak 1st,Basculegion,Pelipper,Decidueye-Hisui,Ursaluna-Bloodmoon,Clefairy,Archaludon
Ladder,Sarapoke0914,https://pokepast.es/a2e25aa333a4dfd1,Yes,Battle Stadium S22,Peak 51st,Dondozo,Kingdra,Pelipper,Tatsugiri-Droopy,Archaludon,Dragonite
Ladder,Young and Maya,https://pokepast.es/da7202d389f89eff,Yes,Showdown Ladder,Peak 1st,Incineroar,Primarina,Ursaluna-Bloodmoon,Gothitelle,Gholdengo,Ribombee
Ladder,Emir Abdulovski,https://pokepast.es/f9f67aed8d08b966,Yes,Showdown Ladder,Peak 1st,Talonflame,Dondozo,Tatsugiri,Glimmora,Gholdengo,Dragonite
Ladder,Juan Benítez,https://pokepast.es/2384870f0a2f974b,Yes,Showdown Ladder,2nd,Typhlosion-Hisui,Politoed,Ursaluna-Bloodmoon,Indeedee-F,Whimsicott,Archaludon
Ladder,TPNOwO,https://pokepast.es/bd2e651bdb830fcc,Yes,Showdown Ladder,Top 10,Talonflame,Dondozo,Tatsugiri,Slaking,Weezing-Galar,Gholdengo
Ladder,TPNOwO,https://pokepast.es/2967cbfbcfe99e4d,Yes,Showdown Ladder,Top 10,Dondozo,Tatsugiri,Slaking,Weezing-Galar,Gholdengo,Dragonite
Ladder,magicalarcher57,https://pokepast.es/ae74b13520d81564,Yes,Showdown Ladder,24th,Pelipper,Primarina,Samurott-Hisui,Gholdengo,Archaludon,Baxcalibur
Ladder,Wang Yi-Liang,https://pokepast.es/926d116a836c174a,Yes,Showdown Ladder,75th,Incineroar,Basculegion,Pelipper,Amoonguss,Toxicroak,Archaludon
Ladder,HaraldHD,https://pokepast.es/83941743a2b92931,Yes,Showdown Ladder,Peak 1st,Basculegion,Sneasler,Indeedee-F,Murkrow,Gholdengo,Hydreigon
Ladder,Nikhil Reddy,https://pokepast.es/889461a89dbb8e88,Yes,Showdown Ladder,Peak 1st,Armarouge,Dondozo,Tatsugiri-Droopy,Lycanroc,Tyranitar,Indeedee-F
Ladder,Giuseppe Cangemi,https://pokepast.es/b579f16c5d15e98b,Yes,Showdown Ladder,Peak 1st,Talonflame,Brambleghast,Glimmora,Tyranitar,Gholdengo,Garchomp
Ladder,IsikoVGC,https://pokepast.es/9868ea50b62ff6b7,Yes,Showdown Ladder,Peak 73th,Primarina,Rillaboom,Gallade,Zoroark-Hisui,Kingambit,Salamence
Special Online Tour,Jorge Tabuyo,https://pokepast.es/4e9c3570472fe3e9,No,VR September Challenge #2,1st,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,Samuel Pereira,https://pokepast.es/88578343d33d48e4,No,VR September Challenge #2,2nd,Pelipper,Ursaluna,Sinistcha,Gholdengo,Archaludon,Dragonite
Special Online Tour,Federico Camporesi,https://pokepast.es/82a3de462bd678ab,No,VR September Challenge #2,3rd,Incineroar,Basculegion,Pelipper,Whimsicott,Gholdengo,Archaludon
Special Online Tour,Chris Large,https://pokepast.es/653a2d25bfbdceea,No,VR September Challenge #2,4th,Incineroar,Volcarona,Basculegion,Rillaboom,Ursaluna-Bloodmoon,Ninetales-Alola
Special Online Tour,Roberto Parente,https://pokepast.es/02fdcb4537fac185,No,VR September Challenge #2,5th,Arcanine-Hisui,Sneasler,Indeedee-F,Espathra,Kingambit,Hydreigon
Special Online Tour,Sahil Shaikh,https://pokepast.es/e1a43c2b6baffb98,No,VR September Challenge #2,6th,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,Juan Lucin,https://pokepast.es/900adfbb47fc7688,No,VR September Challenge #2,7th,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,Zachary Weed,https://pokepast.es/58f1ee2a1635f3d2,No,VR September Challenge #2,8th,Basculegion,Rillaboom,Sneasler,Magmar,Kingambit,Ninetales-Alola
Special Online Tour,Jérémy Côté,https://pokepast.es/0567f66ccd93fb7a,No,VR September Challenge #2,9th,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,Juan Manuel Odriozola,https://pokepast.es/1ee975ab26c9371e,No,VR September Challenge #2,10th,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,Allan Martinez,https://pokepast.es/af0d115a1c615786,No,VR September Challenge #2,11th,Arcanine-Hisui,Sneasler,Indeedee-F,Espathra,Kingambit,Hydreigon
Special Online Tour,Lucas Mester-Christensen,https://pokepast.es/9272b89b0b7a9cb2,Yes,VR September Challenge #1,1st,Blaziken,Primarina,Rillaboom,Electabuzz,Kingambit,Baxcalibur
Special Online Tour,Juan Manuel Odriozola,https://pokepast.es/df368907beea51b2,No,VR September Challenge #1,2nd,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Special Online Tour,João Leite,https://pokepast.es/feee8a789082942d,No,VR September Challenge #1,3rd,Incineroar,Amoonguss,Flamigo,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Erizabeth,https://pokepast.es/605b50ca41d2f517,No,VR September Challenge #1,4th,Pelipper,Ursaluna,Sinistcha,Gholdengo,Archaludon,Dragonite
Special Online Tour,Yuki Kitano,https://pokepast.es/5468f06e1c40825f,No,VR September Challenge #1,5th,Dondozo,Tatsugiri,Slaking,Sneasler,Indeedee,Weezing
Special Online Tour,Calculus,https://pokepast.es/34e795d86999a92b,No,VR September Challenge #1,6th,Dondozo,Tatsugiri,Annihilape,Sneasler,Indeedee,Dragonite
Special Online Tour,Kiran Singh,https://pokepast.es/b2fb272eb0339410,No,VR September Challenge #1,7th,Incineroar,Basculegion,Pelipper,Amoonguss,Gholdengo,Archaludon
Special Online Tour,Dimitri Koziaris,https://pokepast.es/4806bff5d5ddd6ce,No,VR September Challenge #1,8th,Incineroar,Amoonguss,Kilowattrel,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Aapo Niemiranta,https://pokepast.es/5a2969abe0c9085f,No,VR September Challenge #1,9th,Incineroar,Annihilape,Ursaluna-Bloodmoon,Whimsicott,Porygon2,Dragonite
Special Online Tour,Juan Manuel Santizo,https://pokepast.es/482e956736d4a29a,No,VR September Challenge #1,10th,Basculegion,Rillaboom,Sneasler,Kingambit,Ninetales-Alola,Garchomp
Special Online Tour,Shohei Kimura,https://pokepast.es/f5f877ce6d42d334,No,VR August Challenge,1st,Rillaboom,Annihilape,Ursaluna-Bloodmoon,Maushold-Family-of-Four,Gholdengo,Dragonite
Special Online Tour,Audric David,https://pokepast.es/7b7c2eb9968a70ee,No,VR August Challenge,2nd,Incineroar,Amoonguss,Ursaluna,Porygon2,Gholdengo,Hydreigon
Special Online Tour,Joseph Ugarte,https://pokepast.es/0b8a1db9d679a5bf,No,VR August Challenge,3rd,Annihilape,Excadrill,Sneasler,Tyranitar,Indeedee,Corviknight
Special Online Tour,David Carrasco,https://pokepast.es/1188fb436cdf3f49,No,VR August Challenge,4th,Incineroar,Volcarona,Basculegion,Rillaboom,Tyranitar,Dragonite
Special Online Tour,Erizabeth,https://pokepast.es/dcc8e08b73f7ccc2,No,VR August Challenge,5th,Pelipper,Ursaluna,Sinistcha,Gholdengo,Archaludon,Dragonite
Special Online Tour,Calculus,https://pokepast.es/e2dfaaa3181e0ba4,No,VR August Challenge,6th,Dondozo,Tatsugiri,Sneasler,Ursaluna-Bloodmoon,Indeedee,Whimsicott
Special Online Tour,Roi Gómez,https://pokepast.es/f29d362d9728006c,No,VR August Challenge,7th,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Dragonite
Special Online Tour,Jonas Nienhüser,https://pokepast.es/ad154e7700d7a07d,No,VR August Challenge,8th,Volcarona,Dondozo,Rillaboom,Sneasler,Kingambit,Baxcalibur
Special Online Tour,Amin Lehna,https://pokepast.es/bac5dd0fd7f69c6e,No,VR August Challenge,9th,Annihilape,Ursaluna-Bloodmoon,Maushold-Family-of-Four,Sinistcha,Klefki,Ninetales-Alola
Special Online Tour,Louis Markl,https://pokepast.es/9cf172d84938884c,No,VR August Challenge,10th,Arcanine-Hisui,Rillaboom,Sneasler,Gholdengo,Ninetales-Alola,Dragonite
Special Online Tour,Daniele Seghizzi,https://pokepast.es/ae116d65710437c1,No,VR August Challenge,11th,Incineroar,Sneasler,Tyranitar,Corviknight,Gholdengo,Garchomp
Special Online Tour,Raphael Bagara,https://pokepast.es/7956377b5bde4e21,No,VR August Challenge,12th,Incineroar,Amoonguss,Ursaluna,Porygon2,Gholdengo,Hydreigon
Special Online Tour,Samuel Pereira,https://pokepast.es/57d5b29c7afc744c,Yes,Esports Series Madrid #4,2nd,Volcarona,Rillaboom,Electabuzz,Sneasler,Kingambit,Dragonite
Special Online Tour,Francesco Pio Pero,https://pokepast.es/6f83780351ad7adc,Yes,VR September Challenge #2,1st,Volcarona,Dondozo,Rillaboom,Sneasler,Clefable,Kingambit
Special Online Tour,Mattia Cognetta,https://pokepast.es/6603a740b2ce721c,No,VR September Challenge #2,2nd,Primarina,Rillaboom,Electabuzz,Sneasler,Kingambit,Garchomp
Special Online Tour,Lin Guli,https://pokepast.es/c6c00b3b85df5f5c,No,VR September Challenge #2,3rd,Incineroar,Basculegion,Pelipper,Amoonguss,Gholdengo,Archaludon
Special Online Tour,Mitch Kendrick,https://pokepast.es/df7952c3e2532737,No,VR September Challenge #2,4th,Primarina,Amoonguss,Excadrill,Tyranitar,Gholdengo,Salamence
Special Online Tour,Marco Silva,https://pokepast.es/f31dc49a1abd0f17,No,VR September Challenge #2,5th,Incineroar,Amoonguss,Tyranitar,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Federico Camporesi,https://pokepast.es/8fba1ed6927842da,No,VR September Challenge #2,6th,Primarina,Rillaboom,Electabuzz,Sneasler,Kingambit,Garchomp
Special Online Tour,Shohei Kimura,https://pokepast.es/ea77c9e60de6ec44,No,VR September Challenge #2,7th,Basculegion,Pelipper,Amoonguss,Kingambit,Archaludon,Salamence
Special Online Tour,Yosuke Takayanagi,https://pokepast.es/0b69eeeefd771277,No,VR September Challenge #2,8th,Basculegion,Maushold-Family-of-Four,Murkrow,Gholdengo,Archaludon,Dragonite
Special Online Tour,Selahattin Sturm,https://pokepast.es/21e9890a26bac783,No,VR September Challenge #2,9th,Primarina,Rillaboom,Sneasler,Clefable,Kingambit,Dragapult
Special Online Tour,Giulio Tarlao,https://pokepast.es/40c39a9fb3613f9d,No,VR September Challenge #2,10th,Incineroar,Amoonguss,Tyranitar,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Carmine Vattimo,https://pokepast.es/6a860dbcfcd7c360,No,VR September Challenge #2,11th,Incineroar,Amoonguss,Tyranitar,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Kyosuke Shimazaki,https://pokepast.es/6bbdb0edd37a505d,No,VR September Challenge #2,12th,Primarina,Amoonguss,Sneasler,Ursaluna-Bloodmoon,Kingambit,Dragonite
Special Online Tour,Hyungwoo Shin,https://pokepast.es/6ef7a454a7ef3574,No,VR September Challenge #2,13th,Primarina,Rillaboom,Electabuzz,Sneasler,Kingambit,Dragapult
Special Online Tour,Yuya Tada,https://pokepast.es/67fc8231b7f3658d,No,VR September Challenge #2,14th,Volcarona,Primarina,Rillaboom,Electabuzz,Sneasler,Kingambit
Special Online Tour,Taro Okada,https://pokepast.es/ff73e4fb421ab9be,No,VR September Challenge,1st,Basculegion,Pelipper,Amoonguss,Kingambit,Archaludon,Salamence
Special Online Tour,Gabriel Agati,https://pokepast.es/10be6f5b42e9a19d,No,VR September Challenge,2nd,Talonflame,Dondozo,Tatsugiri,Glimmora,Gholdengo,Dragonite
Special Online Tour,Federico Camporesi,https://pokepast.es/985c6b50732af73f,No,VR September Challenge,3rd,Incineroar,Amoonguss,Tyranitar,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Stefano Greppi,https://pokepast.es/22914a921f82790e,No,VR September Challenge,4th,Volcarona,Primarina,Rillaboom,Sneasler,Clefable,Kingambit
Special Online Tour,Marco Silva,https://pokepast.es/0884f2777626fbd0,No,VR September Challenge,5th,Incineroar,Amoonguss,Tyranitar,Ursaluna,Porygon2,Gholdengo
Special Online Tour,Thiago Lattanzi,https://pokepast.es/791a731cbf8b4edf,No,VR September Challenge,6th,Volcarona,Gastrodon,Glimmora,Maushold-Family-of-Four,Kingambit,Archaludon
Special Online Tour,Kanade Mizuguchi,https://pokepast.es/d128e821cc78845c,Yes,VR September Challenge,7th,Volcarona,Tauros-Paldea-Aqua,Rillaboom,Clefable,Gholdengo,Kingambit
Special Online Tour,Michael Nash,https://pokepast.es/c016c130b061134c,No,VR September Challenge,8th,Armarouge,Torkoal,Lilligant-Hisui,Ursaluna,Indeedee-F,Hatterene
Special Online Tour,Timo van der Vliet,https://pokepast.es/8682afb5629f82f5,No,VR September Challenge,9th,Incineroar,Amoonguss,Ursaluna-Bloodmoon,Whimsicott,Farigiraf,Dragapult
Special Online Tour,Francesco Raga,https://pokepast.es/ec0a4a159c6e1949,No,VR September Challenge,10th,Ceruledge,Primarina,Rillaboom,Electabuzz,Sneasler,Kingambit
Special Online Tour,Joseph Ugarte,https://pokepast.es/961e0f49c5f7d37f,No,VR September Challenge,11th,Tauros-Paldea-Aqua,Rillaboom,Glimmora,Clefable,Kingambit,Hydreigon
Special Online Tour,Justin Carris,https://pokepast.es/8e115494df2674f6,No,VR September Challenge,12th,Volcarona,Primarina,Rillaboom,Electabuzz,Sneasler,Dragapult
Special Online Tour,Max van Westrop,https://pokepast.es/02cd30e251cc7daf,No,VR September Challenge,13th,Incineroar,Amoonguss,Ursaluna,Porygon2,Gholdengo,Dragapult
Special Online Tour,Samuel Pereira,https://pokepast.es/83a0f4699e6a7911,No,VR September Challenge,14th,Volcarona,Tauros-Paldea-Aqua,Rillaboom,Smeargle,Kingambit,Mimikyu
Special Online Tour,Santino Tarquinio,https://pokepast.es/b926a8dc0d7cbc0b,No,VR September Challenge,15th,Talonflame,Dondozo,Tatsugiri-Curly,Pawmot,Glimmora,Gholdengo
Special Online Tour,Haruka Okamoto,https://pokepast.es/f40bec73df553c38,No,VR September Challenge,16th,Dondozo,Pelipper,Tatsugiri,Amoonguss,Gholdengo,Archaludon
Special Online Tour,Alessandro Caliri,https://pokepast.es/4821fc8d08db32bf,No,VR September Challenge,17th,Tauros-Paldea-Blaze,Amoonguss,Glimmora,Drifblim,Indeedee,Weavile
Special Online Tour,Joan Garcia,https://pokepast.es/c3665c1fed3d6b1f,No,VR September Challenge,18th,Tauros-Paldea-Blaze,Primarina,Glimmora,Kingambit,Archaludon,Dragonite
Online Tour (200+),Matthew H,https://pokepast.es/f53b6601ed10c225,Yes,VGC Trainer School Open!,1st,Torkoal,Araquanid,Lilligant-Hisui,Gallade,Indeedee-F,Hatterene
Online Tour (200+),Marco Silva,https://pokepast.es/f5fec0f32af51716,Yes,VGC Trainer School Open!,10th,Typhlosion-Hisui,Primarina,Meowscarada,Ursaluna-Bloodmoon,Murkrow,Archaludon
Online Tour (200+),Amin Lehna,https://pokepast.es/682fd63489bc7cb9,Yes,VGC Trainer School Open!,14th,Pelipper,Annihilape,Maushold-Family-of-Four,Sinistcha,Archaludon,Hydreigon
Online Tour (200+),Penglin,https://pokepast.es/e052d00ec9e7cb19,Yes,Himmy Burnt Glizzy Tour #49,10th,Primarina,Decidueye-Hisui,Meowscarada,Indeedee,Weezing,Sylveon
Online Tour (200+),Syncie,https://pokepast.es/6f34e0dbb265b524,Yes,The Inaugural Pre Worlds Throwdown (1000$ Prize) by Himmy Turner,1st,Incineroar,Pelipper,Annihilape,Maushold-Family-of-Four,Sinistcha,Archaludon
Online Tour (200+),Abdullah Mohayyuddin,https://pokepast.es/182699794f481fe7,Yes,The Inaugural Pre Worlds Throwdown (1000$ Prize) by Himmy Turner,Top 4,Incineroar,Basculegion,Pelipper,Amoonguss,Kingambit,Archaludon
Online Tour (200+),Penglin,https://pokepast.es/f3104f7231f6ebb0,Yes,The Inaugural Pre Worlds Throwdown (1000$ Prize) by Himmy Turner,Top 16,Arcanine-Hisui,Primarina,Decidueye-Hisui,Meowscarada,Indeedee,Sylveon
Online Tour (100+),w1ll0ww1sp_,https://pokepast.es/7de2a9161ac611d8,Yes,Tommy's Tuesday Practice Tour,8th,Arcanine-Hisui,Pelipper,Ursaluna,Weavile,Sinistcha,Archaludon
Online Tour (100+),NoFace,https://pokepast.es/0ce812a487bf2b11,Yes,Fight for Mens Health #1,4th,Barraskewda,Basculegion,Kingdra,Pelipper,Overqwil,Archaludon
Online Tour (100+),Lorenzaooo & MavaVGC,https://pokepast.es/51d7e15756e04086,Yes,Marathon Clash,1st,Volcarona,Araquanid,Kleavor,Lokix,Venonat,Ribombee
Online Tour,Michael Uko,https://pokepast.es/8a95773ccaec3ac2,Yes,Friday Fight Night #24,1st,Incineroar,Rillaboom,Sneasler,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Online Tour,zero,https://pokepast.es/95eb93d6f5a386f7,Yes,Ruuto Cup Ladder Tour,1st,Excadrill,Tyranitar,Indeedee,Trevenant,Archaludon,Kommo-o
Online Tour,trnrrodvgc,https://pokepast.es/692147b50c5447f5,Yes,Ladder Tour,-,Primarina,Rillaboom,Tyranitar,Magmar,Kommo-o,Salamence
Online Tour,izzywooperstan,https://pokepast.es/64f2b69c953ecd8d,Yes,Online Tour (not specified),Top 4,Incineroar,Primarina,Rillaboom,Sneasler,Gholdengo,Baxcalibur
Online Tour,Adryan Sutantoso,https://pokepast.es/c648999771f1d886,Yes,The Wide League Saturday Night Rumble #72,-,Basculegion,Pelipper,Amoonguss,Sneasler,Gholdengo,Archaludon
Online Tour,volcaronavgc,https://pokepast.es/44ca02b7afebe65d,Yes,MausTour Weekly 8.7,2nd,Volcarona,Annihilape,Gengar,Kingambit,Archaludon,Dragonite
Online Tour,ChefRich100,https://pokepast.es/aa605cee6585c002,Yes,Tommy's Tuesday Practice Tour,1st,Incineroar,Gliscor,Vivillon,Kingambit,Ninetales-Alola,Archaludon
Online Tour,ChefRich100,https://pokepast.es/e04cc104ef19b8a5,Yes,FlorTour: Vol. XLVII,-,Incineroar,Jolteon,Malamar,Ursaluna-Bloodmoon,Gholdengo,Ninetales-Alola
Online Tour,Penglin,https://pokepast.es/77d82d57882a38cb,Yes,SpearPillar S/V Cart Tour #48,2nd,Primarina,Decidueye-Hisui,Meowscarada,Sneasler,Indeedee,Sylveon
Online Tour,Itachi,https://pokepast.es/67aeb7ac9ef855f4,Yes,Tommy's Tuesday Practice Tour,1st,Talonflame,Dondozo,Tatsugiri,Sneasler,Indeedee,Dragapult
Online Tour,ChefRich100,https://pokepast.es/3c6c45df73a64636,No,Tommy's Tuesday Practice Tour,1st,Incineroar,Gliscor,Vivillon,Kingambit,Ninetales-Alola,Archaludon
Online Tour,Yeetawheat,https://pokepast.es/94cdfe3e0c1b209d,No,Samurott Showdown #64,1st,Dondozo,Rillaboom,Flamigo,Dusclops,Gholdengo,Archaludon
Online Tour,Brady Smith,https://pokepast.es/433960560e404516,Yes,Himmy Burnt Glizzy Tour #57,2nd,Incineroar,Amoonguss,Ursaluna,Porygon2,Gholdengo,Kommo-o
Online Tour,Adryan Sutantoso,https://pokepast.es/2df3d20a561a9d45,Yes,Wednesday Warriors #5,2nd,Torkoal,Gallade,Ursaluna,Indeedee-F,Magnezone,Hatterene
Online Tour,anboxing,https://pokepast.es/266ab755ee480cf1,No,Ratorneo de Practica #8,3rd,Torkoal,Lilligant-Hisui,Gallade,Ursaluna-Bloodmoon,Indeedee-F,Hatterene
Online Tour,magicalarcher57,https://pokepast.es/56ec8d1ccdafc62e,Yes,Tenki's EU Practice Tour #3,3rd,Talonflame,Rillaboom,Glimmora,Gholdengo,Garchomp,Hydreigon
Online Tour,DatGuyJimmeh,https://pokepast.es/8422a77e31f6e5ce,Yes,Tommy's Tuesday Practice Tour,2nd,Politoed,Rillaboom,Toxicroak,Clefable,Kingambit,Salamence
Online Tour,PerishSongJP,https://pokepast.es/8e063a316b02bcf5,Yes,Sitrus-Series,2nd,Palafin,Pelipper,Amoonguss,Kingambit,Archaludon,Salamence
Online Tour,bestwhimsicott,https://pokepast.es/ff13ebc4b2a5b6c0,Yes,Sitrus Series,Top 4,Incineroar,Primarina,Ursaluna,Gothitelle,Sinistcha,Kommo-o
Online Tour,Jourdan Bul-lalayao,https://pokepast.es/c17e88762e65bce5,Yes,"PokeBros Invitational 2024
",3rd,Incineroar,Basculegion,Amoonguss,Sneasler,Gholdengo,Garchomp
Online Tour,Sarapoke0914,https://pokepast.es/06fb401a452026fb,Yes,Cart Ladder Tour,1st,Basculegion,Pelipper,Amoonguss,Gallade,Gholdengo,Archaludon
Online Tour,Yeetawheat,https://pokepast.es/ffad31f6b018f821,No,Kitsune Arena VGC #1,2nd,Talonflame,Primarina,Amoonguss,Sneasler,Gholdengo,Garchomp
Online Tour,Jesuuus,https://pokepast.es/830a129420da5fc5,Yes,Sky Pillar VGC Public Tournament #6,1st,Incineroar,Rillaboom,Annihilape,Frosmoth,Maushold-Family-of-Four,Ninetales-Alola
Online Tour,Adam Wright,https://pokepast.es/4bf2030450c2df08,Yes,Reg H European Friendly Tour,1st,Volcarona,Amoonguss,Tyranitar,Ursaluna-Bloodmoon,Gholdengo,Grimmsnarl
Online Tour,Yankiken,https://pokepast.es/2a01ea6e3f27f983,Yes,Ratorneo de Practica #2,1st,Volcarona,Tauros-Paldea-Aqua,Rillaboom,Clefable,Gholdengo,Dragapult
Online Tour,Ryan Loseto,https://pokepast.es/abcfe82c23b04791,No,Pokepal Smackdown #70,1st,Primarina,Rillaboom,Mamoswine,Farigiraf,Kingambit,Dragapult
Online Tour,Tomoki Goto,https://pokepast.es/a0eccd202ce55585,No,FlorTour: Vol. XXXVII,1st,Politoed,Pawmot,Ursaluna-Bloodmoon,Whimsicott,Gholdengo,Archaludon
Online Tour,Yeetawheat,https://pokepast.es/d44aa38fba4706e4,No,Pokepal Smackdown #71,2nd,Talonflame,Primarina,Amoonguss,Sneasler,Gholdengo,Garchomp
Online Tour,Castorbrown,https://pokepast.es/fa1b5499da6ded7f,Yes,Sheep Cup #7,3rd,Basculegion,Pelipper,Decidueye-Hisui,Gothitelle,Kingambit,Archaludon
Online Tour,Adryan Sutantoso,https://pokepast.es/4378c8154e069cd6,Yes,"Wednesday Warriors #3
",3rd,Incineroar,Basculegion,Pelipper,Amoonguss,Gholdengo,Archaludon
Online Tour,Atalanta,https://pokepast.es/3b28157a7134dc0f,Yes,Cart Ladder Tour,1st,Volcarona,Primarina,Braviary,Excadrill,Tyranitar,Sinistcha
Online Tour,Atalanta,https://pokepast.es/2f1b9f3a7052bc44,Yes,Cart Ladder Tour,1st,Typhlosion-Hisui,Kleavor,Sneasler,Indeedee-F,Whimsicott,Hydreigon
Online Tour,Atalanta,https://pokepast.es/cb1ada41869b916c,Yes,Cart Ladder Tour,1st,Basculegion,Pelipper,Amoonguss,Gholdengo,Archaludon,Hydreigon
Online Tour,Atalanta,https://pokepast.es/71de2707ff47a019,Yes,Cart Ladder Tour,1st,Talonflame,Basculegion,Tsareena,Toxtricity,Gardevoir,Garchomp
Online Tour,Atalanta,https://pokepast.es/ddadd59208e6e5ff,Yes,Cart Ladder Tour,2nd,Volcarona,Primarina,Rillaboom,Clefairy,Gholdengo,Baxcalibur
Online Tour,Atalanta,https://pokepast.es/27ba4a2494ab331d,Yes,Cart Ladder Tour,2nd,Basculegion,Ludicolo,Pelipper,Amoonguss,Kingambit,Archaludon
Online Tour,Yankiken,https://pokepast.es/8048f5005b213c86,Yes,Pomelo Practice Tour,1st,Palafin-Hero,Pelipper,Amoonguss,Tsareena,Kingambit,Salamence
